ACH-001396,8
ACH-001392,2
ACH-001391,2
ACH-000568,8
ACH-000910,6
ACH-000097,4
ACH-001390,3
ACH-000711,0
ACH-000721,0
ACH-000148,0
ACH-000212,4
ACH-000768,2
ACH-000755,6
ACH-000668,8
ACH-000934,6
ACH-000828,3
ACH-000288,4
ACH-000330,4
ACH-000927,6
ACH-000859,8
ACH-000258,8
ACH-000554,3
ACH-000849,3
ACH-000277,8
ACH-000147,0
ACH-000691,0
ACH-000725,3
ACH-000019,2
ACH-000017,3
ACH-000028,0
ACH-000856,8
ACH-000857,8
ACH-000248,3
ACH-000374,8
ACH-000642,4
ACH-000902,6
ACH-000573,2
ACH-000759,4
ACH-000876,6
ACH-000930,0
ACH-000699,3
ACH-000643,3
ACH-000536,2
ACH-000783,6
ACH-000818,6
ACH-000044,3
ACH-000223,0
ACH-000117,0
ACH-000276,2
ACH-000111,4
ACH-000196,0
ACH-000621,2
ACH-000624,0
ACH-000352,2
ACH-000349,4
ACH-000470,8
ACH-000958,8
ACH-000820,2
ACH-000991,2
ACH-001458,8
ACH-000489,0
ACH-000970,4
ACH-001456,8
ACH-000935,1
ACH-001460,8
ACH-000421,8
ACH-001454,8
ACH-000943,8
ACH-001399,4
ACH-000959,8
ACH-000552,5
ACH-000997,0
ACH-000971,8
ACH-000722,2
ACH-000680,4
ACH-000842,0
ACH-000926,2
ACH-000403,8
ACH-000708,8
ACH-000400,5
ACH-000007,8
ACH-000957,8
ACH-000989,8
ACH-000798,8
ACH-000009,0
ACH-000963,8
ACH-000491,2
ACH-000986,0
ACH-000236,8
ACH-000985,4
ACH-000651,5
ACH-000360,8
ACH-000467,4
ACH-000501,4
ACH-000532,8
ACH-000003,5
ACH-000982,0
ACH-000998,0
ACH-000252,0
ACH-000999,8
ACH-000969,7
ACH-000381,0
ACH-000253,8
ACH-000955,8
ACH-000950,8
ACH-000350,8
ACH-000249,8
ACH-000089,8
ACH-000683,2
ACH-000286,4
ACH-000412,8
ACH-000202,2
ACH-000342,0
ACH-000565,8
ACH-000895,8
ACH-000967,8
ACH-000296,4
ACH-000813,2
ACH-000677,0
ACH-001041,4
ACH-000858,2
ACH-000667,2
ACH-000769,2
ACH-000575,3
ACH-000681,2
ACH-000749,2
ACH-000878,2
ACH-000528,0
ACH-000367,2
ACH-000511,4
ACH-000779,2
ACH-000311,0
ACH-000752,2
ACH-000731,4
ACH-000438,2
ACH-000481,2
ACH-000851,7
ACH-000872,2
ACH-000496,2
ACH-000176,2
ACH-000339,4
ACH-000251,8
ACH-000187,0
ACH-000596,2
ACH-000852,2
ACH-000463,2
ACH-000825,2
ACH-000853,2
ACH-000672,2
ACH-000444,8
ACH-000448,2
ACH-000515,2
ACH-001386,2
ACH-000553,2
ACH-000757,2
ACH-000029,5
ACH-000064,8
ACH-000700,2
ACH-000337,0
ACH-000861,3
ACH-000710,4
ACH-001078,8
ACH-000589,0
ACH-000706,2
