ACH-001396,2
ACH-001392,2
ACH-001391,2
ACH-000568,2
ACH-000910,2
ACH-000097,2
ACH-001390,2
ACH-000711,2
ACH-000721,2
ACH-000148,2
ACH-000212,2
ACH-000768,2
ACH-000755,2
ACH-000668,2
ACH-000934,2
ACH-000828,2
ACH-000288,2
ACH-000330,2
ACH-000927,2
ACH-000859,2
ACH-000258,2
ACH-000554,2
ACH-000849,2
ACH-000277,2
ACH-000147,2
ACH-000691,2
ACH-000725,2
ACH-000019,2
ACH-000017,2
ACH-000028,2
ACH-000856,2
ACH-000857,2
ACH-000248,2
ACH-000374,2
ACH-000642,2
ACH-000902,2
ACH-000573,2
ACH-000759,2
ACH-000876,2
ACH-000930,3
ACH-000699,2
ACH-000643,2
ACH-000536,2
ACH-000783,2
ACH-000818,2
ACH-000044,2
ACH-000223,2
ACH-000117,2
ACH-000276,2
ACH-000111,2
ACH-000196,2
ACH-000621,2
ACH-000624,2
ACH-000352,2
ACH-000349,2
ACH-000470,2
ACH-000958,7
ACH-000820,2
ACH-000991,4
ACH-001458,2
ACH-000489,2
ACH-000970,7
ACH-001456,2
ACH-000935,2
ACH-001460,2
ACH-000421,2
ACH-001454,2
ACH-000943,7
ACH-001399,2
ACH-000959,3
ACH-000552,2
ACH-000997,1
ACH-000971,7
ACH-000722,2
ACH-000680,2
ACH-000842,2
ACH-000926,2
ACH-000403,2
ACH-000708,2
ACH-000400,2
ACH-000007,2
ACH-000957,3
ACH-000989,1
ACH-000798,2
ACH-000009,2
ACH-000963,7
ACH-000491,2
ACH-000986,4
ACH-000236,2
ACH-000985,6
ACH-000651,2
ACH-000360,2
ACH-000467,2
ACH-000501,2
ACH-000532,2
ACH-000003,2
ACH-000982,6
ACH-000998,1
ACH-000252,2
ACH-000999,5
ACH-000969,7
ACH-000381,2
ACH-000253,2
ACH-000955,7
ACH-000950,7
ACH-000350,2
ACH-000249,2
ACH-000089,2
ACH-000683,2
ACH-000286,2
ACH-000412,2
ACH-000202,2
ACH-000342,2
ACH-000565,2
ACH-000895,3
ACH-000967,7
ACH-000296,2
ACH-000813,2
ACH-000677,2
ACH-001041,2
ACH-000858,2
ACH-000667,2
ACH-000769,2
ACH-000575,2
ACH-000681,2
ACH-000749,2
ACH-000878,2
ACH-000528,2
ACH-000367,2
ACH-000511,2
ACH-000779,2
ACH-000311,2
ACH-000752,2
ACH-000731,2
ACH-000438,2
ACH-000481,2
ACH-000851,2
ACH-000872,2
ACH-000496,2
ACH-000176,2
ACH-000339,2
ACH-000251,2
ACH-000187,2
ACH-000596,2
ACH-000852,2
ACH-000463,2
ACH-000825,2
ACH-000853,2
ACH-000672,2
ACH-000444,2
ACH-000448,2
ACH-000515,2
ACH-001386,2
ACH-000553,2
ACH-000757,2
ACH-000029,2
ACH-000064,2
ACH-000700,2
ACH-000337,2
ACH-000861,2
ACH-000710,2
ACH-001078,2
ACH-000589,2
ACH-000706,2
ACH-000894,2
ACH-000510,2
ACH-000314,2
ACH-000355,2
ACH-000506,2
ACH-000843,2
ACH-000390,2
ACH-000030,2
ACH-000886,2
ACH-000343,2
ACH-000525,2
ACH-000727,2
ACH-000530,2
ACH-000010,2
ACH-000695,2
ACH-000869,2
ACH-000826,2
ACH-000975,3
ACH-000662,2
ACH-000803,2
ACH-000033,2
ACH-000587,2
ACH-000951,0
ACH-000893,2
ACH-000454,2
ACH-000767,2
ACH-000639,2
ACH-000379,2
ACH-000431,2
ACH-000892,2
ACH-000627,2
ACH-000129,2
ACH-000705,2
ACH-000875,2
ACH-000712,2
ACH-000690,2
ACH-000912,0
ACH-000562,2
ACH-000559,2
ACH-000143,2
ACH-000800,2
ACH-000830,2
ACH-000729,2
ACH-000816,2
ACH-000891,2
ACH-000929,0
ACH-000747,2
ACH-000698,2
ACH-000945,0
ACH-000508,2
ACH-000035,2
ACH-000845,2
ACH-000392,2
ACH-000563,2
ACH-000585,2
ACH-000482,2
ACH-000900,2
ACH-000179,2
ACH-000416,2
ACH-000638,2
ACH-000015,2
ACH-000840,2
ACH-000257,2
ACH-000012,2
ACH-000890,0
ACH-000327,2
ACH-000150,2
ACH-000670,2
ACH-000665,2
ACH-000703,2
ACH-000298,2
ACH-001075,2
ACH-000718,2
ACH-000841,2
ACH-000787,2
ACH-000066,2
ACH-000921,0
ACH-000594,2
ACH-000290,2
ACH-000382,2
ACH-000868,2
ACH-000523,2
ACH-000378,2
ACH-000837,2
ACH-000586,2
ACH-000358,2
ACH-000980,7
ACH-000844,2
ACH-000297,2
ACH-000925,3
ACH-000521,2
ACH-000590,2
ACH-000447,2
ACH-000774,2
ACH-000669,2
ACH-000866,2
ACH-000780,2
ACH-000901,2
ACH-000399,2
ACH-000924,0
ACH-000442,2
ACH-000610,2
ACH-000309,2
ACH-000733,2
ACH-000870,2
ACH-000666,2
ACH-000264,2
ACH-000790,2
ACH-000282,2
ACH-000628,2
ACH-000451,2
ACH-000292,2
ACH-000867,2
ACH-000062,2
